solar_irradiance,wind_speed,temperature,cloud_cover,rainfall,land_slope,elevation,distance_to_transmission,distance_to_road,suitability
4.372700594236813,8.830697997207324,12.405317153544786,49.12195173657854,728.0936409661743,20.687973052657576,2021.381952684605,5.801739023649746,5.741358988921747,34.67521229534556
7.25357153204958,7.129011846613264,26.676037895134325,45.73045959852713,692.7491177727995,19.11319486636794,2392.0773776022033,16.0725422158233,8.064051676534865,43.42174632744302
6.159969709057025,4.750039971006441,39.91783343505633,7.179575593547034,2275.010993250488,14.338223786389332,758.8990173895719,19.945034208081694,7.613601251412081,27.271246044282766
5.493292420985183,10.044847706922962,34.28899545638245,34.00606534822329,698.9108796388147,23.90117859029833,1878.3735578249268,0.6975175060549169,1.581304051703048,46.29690979183601
3.2800932022121825,8.689677311815732,37.26244591445799,37.31662759679785,752.6793427087144,5.01186288821007,1719.5204895998086,17.957580729239545,1.5350322239276653,28.94152850589319
3.2799726016810133,3.2074778631213587,31.351334668428695,38.89993637623654,1922.5558298031128,2.731605257740535,2500.1628265969307,12.490347618613294,2.7183349590618873,21.001086586663014
2.7904180608409974,11.064735437185346,32.6910625807141,54.31465138432324,1179.375621881296,21.349049173885554,2719.200310838969,19.470314121379943,3.6426935270933196,19.50111001186711
6.830880728874676,10.136641050693274,38.96782606261277,50.35621647178467,1964.105336692435,10.978745415843708,46.348746717386554,9.353689398775908,4.114133035014401,45.7872069955578
5.505575058716044,11.472899089565203,14.986720354367439,56.67193288744279,256.8787781545246,21.174221355176513,2025.31955798579,16.963019818370338,6.812987307491785,35.48378022898801
6.040362888980227,9.12005483807778,24.57699854572562,70.01507723108091,1270.1708648161223,22.327255129885373,164.98903936798976,1.341641965105717,0.6139703000500623,39.857169341584374
2.6029224714790122,7.940859557325793,13.848377672784089,74.10378779086794,180.6726404398783,1.561439840476786,1651.0874085812943,6.772053096558084,0.39499340704936053,21.396440754978272
7.3495492608099715,5.891551881051498,44.50672031986588,66.04046147925203,250.36768829285086,22.086619074651516,870.0218598405978,1.4336291012490785,3.9495101012918945,44.74250484290293
6.662213204002109,11.29364907521714,42.76237358746453,86.21951415616945,2275.4498880265864,11.207976384235554,927.2620325712022,19.509328356233503,6.986778736772905,39.966614464022555
3.561695553391381,10.593670839754287,6.577072454740236,6.549769527490739,434.18889068222836,12.760812225105806,1065.3459253225462,16.35778075470955,1.9746816624170014,35.465420055577475
3.4091248360355033,1.9747960361149888,33.22300690062754,21.64112878310142,1377.8096374605211,15.664812777330257,1867.6644226583342,17.065693682794812,6.432969588499704,13.28472967342608
3.417022549267169,1.776853232221146,42.009932696626635,5.64284437314208,1086.6294462416959,23.15956516825217,1008.80939734962,18.765508105534494,2.6352899725059795,13.149294026406693
4.021211214797688,5.45286535221952,12.223013805093341,60.035350703141255,933.6239830212224,0.47790236074410075,2200.7701612649385,1.7935593737837285,8.866556782694488,35.145004548018456
5.123782158161189,10.010809973209245,27.717809222105178,81.33259666074889,2259.600029649454,11.921086707945427,1219.5368828658704,7.773392091015333,8.962114945452834,39.228513151956086
4.659725093210579,11.866399357806916,41.619531903521676,25.695995208985437,152.3761522611748,17.193051060764017,214.37606892677627,1.5135942919756422,3.008007682599198,48.85652817026067
3.9561457009902097,3.079377356587046,6.357839143431954,83.79793630768606,1693.0952468214139,18.067673942455713,2353.4419290274805,4.294782720845569,2.3384378519342426,20.139495046842818
5.559264473611897,7.738372511197419,32.8968106898736,10.122728174612671,2412.146642112521,17.3133107884277,864.4173905321909,4.664378963049679,4.1424745220590005,45.92479015949828
3.1974693032602093,5.499353994625726,16.89396029490203,84.42706227846871,1444.4036403084206,3.3608782352030464,1303.9729700017954,9.435233499846815,2.4432892725424793,20.778805002295954
3.9607232426760905,11.684101177053334,41.975847815061215,34.887928415368926,2348.3739088794205,7.48488970929203,2059.4772108334855,5.444387132327487,6.740219240752451,42.339664367635024
4.331809216468459,10.342248692924942,43.842329806614714,13.620770418183405,225.41891028645705,8.967888135425337,1004.0439098746489,2.1094643256734456,8.269343611255442,50.266481695047986
4.78034992108518,10.302451399466948,42.770659564537354,46.29909953083768,1105.1039657779875,20.110930191987624,179.19111187867972,3.433072672972743,6.747266702566608,39.1278112424006
6.425879806965068,6.421278177847188,23.96856866629855,26.826008256243174,724.3786983089228,6.968996810363826,1128.0239305683126,3.0307837146866095,8.252286950131028,47.6848074047671
3.4983689107917986,5.855604774545484,39.481706039572536,29.214196666763442,1853.9703159537514,5.267624096680079,2833.901262255967,19.464228278454737,4.000072013964368,20.39910877901358
5.071172192068058,4.370774255272416,38.78197594140281,31.11964701873436,2455.113017193392,23.936200475952404,1928.785847922689,15.209920887677624,1.6053538585531655,19.455794689437745
