latitude,longitude,ghi,dni,dhi,gti,temperature_c,humidity_pct,cloud_cover_pct,pressure_hpa,wind_speed_m_s,elevation_m,solar_generation_mw
30.444725408122938,69.7998300896645,228.39644571133852,181.74483373746907,68.9170135565842,249.4679721997293,30.466107262998058,59.00041100253095,12.503045268827789,990.4336939163094,3.352750461969436,165.75998510209484,0.10215885488155554
20.727474752809517,81.2895992045589,301.7063045880825,316.1668673300114,118.60543870016761,322.53539324030777,26.347403016681245,92.02193172748864,0.0,996.1610147328555,6.761396662026486,136.56065057550333,0.12313013596700732
32.89933967743009,71.74187165827921,183.24974824893152,159.83882514428808,44.64648677404699,176.99586007355083,25.49500136298993,56.337042754388385,31.266272397544704,986.6606362060742,4.982972248058355,254.69704819665202,0.0911837985675145
28.22367284272155,72.4174745945697,231.47169614783022,214.2854276569656,38.48666160818846,236.0363468681948,27.91480323767542,55.40302662112158,36.4218709541442,981.358870983883,8.9871458453657,242.25054319499208,0.1121749075567482
10.731143088741836,86.3362015778761,232.30229563040675,210.78759381790593,66.0631393702732,228.55269696654545,28.6100442433453,74.76324501041208,25.57036268343427,972.6378585673322,5.373895591867572,345.0080298315079,0.09152637719460736
36.29304819746592,79.39489435553676,203.97478861039,200.1338737574332,63.14788228886539,195.55716618996198,17.506720309350428,94.24448423429315,22.948546845232816,947.2158061584267,4.6255465746673226,593.6584196348991,0.1132699333103425
30.073051357720235,94.73372105449485,253.8833461041505,252.54539096882263,46.943207510841034,229.1452930877856,25.36623551301475,73.60252004872986,0.0,964.3121232241377,5.834486508808786,388.71601742931364,0.11385536653641783
30.79586485303166,77.25553834363403,255.4281260092024,223.57686525801446,73.6183433618415,251.56234715684778,22.564632317642804,83.94133114290781,15.810242419594045,933.5913032430406,4.1931367718030215,730.248456256318,0.1176806033469806
11.71529534759083,89.05922372313313,233.03722142654365,178.93120563304475,46.477358344173346,224.6546551314773,25.715942917627473,51.469218391178444,38.541740680763496,975.2030765237532,1.568508377966714,325.31223476382587,0.11188910889816711
21.061192198971447,81.37188347449232,203.88468141427688,134.38449140447568,73.63958189517786,212.64674420627745,17.80849573763263,72.75775378808252,5.905541564770147,874.1414153033298,4.367061886312023,1239.130013968867,0.09338807431652349
18.753142702744857,87.13858773274909,198.79016123893993,178.068533343233,71.32399628769643,182.00738985508858,17.520313657938743,59.244271002216415,21.510268207109938,922.549635417054,4.3386715036753944,717.7993968760898,0.09139310219344217
34.876184676609455,85.39116534476372,148.2789717268137,145.34119953809238,38.16808590366442,143.47916646216757,22.63470306193769,81.69634713273645,26.945883258602535,954.4744475365261,1.9338285710103387,490.79881053090173,0.07858704055863033
26.672088482339273,81.71073521001095,176.3707777357821,146.42582788786615,69.08192875574596,160.70770740422668,22.308564812373945,58.680834884210704,18.07881478006651,945.7035489073145,4.668536658369913,595.1204399000125,0.09087742207107813
31.86008678485407,95.55177174410868,185.56629047158228,132.84365181004085,73.28819441638943,196.76604672007753,22.798347809354347,60.98313329219005,30.88390149704774,989.3908996491216,1.0792015957030845,260.695092170147,0.1005812002631819
20.859011765992605,77.93869563989372,160.46807854519497,122.79544173729634,29.25538025510389,167.21534236891293,21.5820524753964,79.87461006929692,37.579366837060874,975.4298271461005,4.174163696720138,340.49351890010513,0.08439532055651397
