latitude,longitude,wind_speed_m_s,air_density_kg_m3,temperature_c,humidity_pct,pressure_hpa,elevation_m,wind_generation_mw
9.94108674416968,91.22673540175211,3.670782369153084,1.0970940521251988,29.037715468796787,72.58771028022146,951.6616440300577,538.8337630083859,0.04265972630058908
31.769623065175733,70.61853889641786,2.931578279918062,1.1368804753887993,21.11314174448602,58.655998358810784,960.3124853401274,466.30402595696233,0.05829158970472051
14.868711530991732,95.80568978941868,2.5846186688918116,1.0621891777753547,27.71330478032256,59.71207881181386,917.3456241717207,868.5415543315112,0.035103607440858574
17.536307354523526,93.86471727253821,3.9061936616473587,1.0688434913098777,27.758506801938918,63.76634463357261,923.2312203789708,803.669724017726,0.0739656069806538
25.688630580240435,95.92754618328021,4.159705880349381,1.0453874150551588,22.635846369111118,79.52341000280347,887.5984927451703,1111.3702278221404,0.04007573037922929
24.934675211946256,91.44210676191653,7.738668992640666,1.1483063672515916,29.236927966791797,71.09213796146004,996.7418325020845,166.79211946307672,0.12730746835450288
19.90535542948477,76.53502168074029,4.029161585117613,1.0303559577114052,27.59987627359909,73.53175115349406,889.5178013281454,1140.7077914185056,0.046118410984974365
8.124705975010317,84.86510856140498,2.1762387004169197,1.0775026825999097,30.62515533579535,65.78856577583892,939.5772907389617,616.7921319262849,0.029378020923731332
21.038474676473655,71.48471024491356,3.1342410063041326,1.1459867781133148,31.35403607195293,57.671178289607305,1001.6928184662065,96.6908756184655,0.05755404776248258
29.42759585588067,89.87083521831562,1.0,1.1286329863762843,25.158040465465966,84.77054103986718,966.4504625883108,337.31378441383106,0.03529613943553433
14.821940144438205,72.4555503137916,6.407240713066395,1.1241263140227993,21.82370227732166,65.24547386119823,951.8320254363083,548.085412031869,0.09102682371232022
28.542382297940723,93.13789411280273,2.8785523566198314,1.1495825381482996,23.55881508886031,75.19921893485599,979.1123022083663,331.2983764662179,0.061206164946465684
8.439431774701069,74.97615162287153,1.0,1.1139513931364564,27.905510577901136,66.8450960639317,962.6639792666676,422.9256300403562,0.020702999266533094
34.332226325121425,72.6519453112049,2.793428550420051,1.1520340319101743,22.91380095063009,77.0902710049055,979.0672394166503,294.0366379484152,0.04733524409452543
35.55113702201793,70.05622654703821,4.917260271758361,0.9331129309565691,5.835141090349426,77.36053138458604,747.2693692326399,2558.1550790005645,0.06722973176497368
8.07138301931222,88.62958871347354,3.748236532547344,1.0607669607835637,30.431656311523426,76.7246121908041,924.3946225423737,760.0670503013845,0.054452060476530825
21.276734000388856,73.39990953024568,5.356350107631116,1.1040545751236286,28.50438839488211,81.3297072819419,956.009238780449,498.63983323342904,0.06130605280137001
